-7.6964 -3.3071 -0.5026
-7.5919 -1.8719 0.0625
-8.7016 -3.6971 -0.3315
-7.5024 -3.3076 -1.5774
-6.9821 -3.9715 -0.0125
-8.3821 -1.2729 -0.3988
-7.7939 -1.8921 1.1367
-2.8798 -1.2591 -1.4908
-3.1535 -1.6036 -0.1702
-3.9152000000000005 -1.1545 -2.432
-4.4723 -1.8537 0.2475
-5.2398 -1.4039 -2.0202
-5.5495 -1.758 -0.6763
-1.5765000000000002 -1.0563 -1.7161
-1.7357 -1.6749 0.8157
-0.8292999999999999 -1.2327 -0.6117
-3.7117000000000004 -0.9013 -3.4015
-4.6394 -2.1045 1.2244
-5.9821 -1.3233 -2.7188
0.17070000000000007 -1.0549 -0.7103
1.1183 -1.1772 0.2523
0.8495000000000001 -1.4996 1.4339
2.5373 -0.9304 -0.0912
3.1204 0.3041 0.6508
0.4942000000000001 -0.8048 -1.5905
2.6359 -0.7816 -1.1703
3.1156 -1.8209 0.1705
2.5376 1.1946 0.3974
3.0101 0.1491 1.7283
7.397600000000001 -0.5593 -0.4813
7.0441 -1.6733 -1.2279
6.5672 -0.0751 0.5418
5.843400000000001 -2.3569 -0.9865
5.343400000000001 -0.7416 0.811
4.9964 -1.8843 0.0382
8.5882 -0.0993 -0.9151
8.0099 -1.9204 -2.1353
9.0431 -0.9362 -1.9878
6.8546 0.7488 1.0741
5.5915 -3.1772 -1.5411
4.1204 -2.3809 0.2192
9.991 -1.4111 -1.7283
9.154300000000001 -0.3563 -2.9059
