1 3
2 3
3 4
6 5
7 5
5 11
8 6
6 12
9 7
10 8
10 9
11 13
13 12
7 14
8 15
9 16
17 18
17 23
17 24
17 25
18 19
18 26
18 27
19 20
20 21
20 22
22 28
22 29
31 30
32 30
33 31
34 32
35 33
35 34
32 36
33 37
34 38
39 50
52 39
53 39
54 39
40 41
41 42
55 41
56 41
42 43
57 42
58 42
43 44
59 43
60 43
44 45
61 44
62 44
46 45
63 45
64 45
46 47
46 51
47 48
65 47
48 49
66 48
67 48
49 50
68 49
69 49
70 50
71 50
72 83
85 72
86 72
87 72
73 74
74 75
88 74
89 74
75 76
90 75
91 75
76 77
92 76
93 76
77 78
94 77
95 77
79 78
96 78
97 78
79 80
79 84
80 81
98 80
81 82
99 81
100 81
82 83
101 82
102 82
103 83
104 83
3 10
13 19
22 35
30 40
31 73
