-7.1979 -1.2049 -2.1476
-6.843 0.3071 -2.2725
-6.181 -2.0071 -1.5257
-5.5541 0.6628 -1.7464
-2.5269 -0.6121 -0.1079
-2.8441 -1.9663 0.0044
-3.4278 0.2936 -0.696
-4.074 -2.4581 -0.4685
-4.664 -0.1884 -1.1737
-4.986 -1.5598 -1.0603
-1.3207 -0.3199 0.3919
-1.5942 -2.8922 0.7571
-0.6923 -1.4008 0.8879
-7.3852 -1.6207 -3.1399
-8.1126 -1.3196 -1.562
-7.5905 0.9039 -1.7455
-6.8633 0.6028 -3.3236
-3.1896 1.2846 -0.7754
-4.303 -3.4507 -0.3846
0.3077 -1.0549 -0.7103
1.2553 -1.1772 0.2523
0.9864999999999999 -1.4996 1.4339
2.6742999999999997 -0.9304 -0.0912
3.2574 0.3041 0.6508
0.6312 -0.8048 -1.5905
2.7729 -0.7816 -1.1703
3.2526 -1.8209 0.1705
2.6746 1.1946 0.3974
3.1471 0.1491 1.7283
7.3126 0.7347 -0.8172
6.305899999999999 1.5144 -0.2177
6.989000000000001 -0.5071 -1.3916
4.9772 1.0511 -0.1928
5.6602 -0.9698 -1.3652
4.6359 -0.1989 -0.7636
6.6265 2.7139 0.3337
8.592500000000001 1.1896 -0.8366
9.0523 2.4354 -0.2877
7.938000000000001 3.2997 0.3747
7.718400000000001 -1.0753 -1.8284
4.2574000000000005 1.633 0.2429
5.4472000000000005 -1.8769 -1.7874
9.5217 2.9994 -1.0966
9.8253 2.2062 0.449
8.187 3.4787 1.4228
7.8817 4.2701 -0.1233
