8.1985 -5.879 -2.4937
1.0312 3.6951 1.572
2.3438 3.2206 1.9053
3.0013 2.4552 0.7286
4.4074 1.9037 1.0854
5.0656 1.1364 -0.093
6.4697 0.5796 0.267
7.1036 -0.1361 -0.8623
6.5448 -1.2841 -1.3163
7.0215 -2.0979 -2.3917
7.3677 -3.5166 -1.8761
7.8534 -4.4629 -3.0064
8.1522 0.3317 -1.3674
7.3207 -6.3455 -2.0422
8.9977 -5.8314 -1.7513
8.5336 -6.5011 -3.3259
2.308 2.61 2.8094
2.9511 4.1001 2.1288
3.0851 3.1357 -0.1232
2.3591 1.6247 0.4294
4.3172 1.2293 1.9418
5.0538 2.7375 1.3741
5.1593 1.8115 -0.949
4.4119 0.3082 -0.3822
6.3873 -0.1101 1.1112
7.1081 1.411 0.5809
5.7394 -1.5868 -0.8673
7.899 -1.6647 -2.8797
6.2231 -2.1641 -3.1341
6.4805 -3.9496 -1.4045
8.1511 -3.4339 -1.1171
7.0733 -4.5494 -3.7677
8.7435 -4.038 -3.4785
-0.1578 3.0529 1.3707
