1 11
2 3
2 13
3 4
3 5
5 6
5 14
6 7
6 15
6 16
7 8
7 17
7 18
8 9
8 19
8 20
9 10
9 21
9 22
10 11
10 23
10 24
11 12
12 25
2 26
28 27
29 27
27 33
30 28
28 34
31 29
32 30
32 31
33 35
35 34
29 36
30 37
31 38
39 40
39 45
39 46
39 47
40 41
40 48
40 49
41 42
42 43
42 44
44 50
44 51
53 52
54 52
55 53
56 54
57 55
57 56
53 58
54 59
55 60
56 61
62 73
75 62
76 62
77 62
63 64
64 65
78 64
79 64
65 66
80 65
81 65
66 67
82 66
83 66
67 68
84 67
85 67
69 68
86 68
87 68
69 70
69 74
70 71
88 70
71 72
89 71
90 71
72 73
91 72
92 72
93 73
94 73
12 32
35 41
44 57
52 63
