1 2
2 3
2 4
3 5
2 6
8 7
9 7
7 13
10 8
8 14
11 9
12 10
12 11
13 15
15 14
9 16
10 17
11 18
19 20
19 25
19 26
19 27
20 21
20 28
20 29
21 22
22 23
22 24
24 30
24 31
33 32
34 32
32 39
35 33
33 38
36 34
37 35
37 36
38 41
39 40
40 41
34 42
35 43
36 44
40 45
40 46
41 47
41 48
3 12
15 21
24 37
