1 2
1 3
4 2
5 2
6 2
7 3
8 3
9 3
11 10
12 10
10 16
13 11
11 17
14 12
15 13
15 14
16 18
18 17
12 19
13 20
14 21
22 23
22 28
22 29
22 30
23 24
23 31
23 32
24 25
25 26
25 27
27 33
27 34
36 35
37 35
38 36
39 37
40 38
40 39
37 41
38 42
39 43
44 45
45 46
45 48
45 49
46 47
46 50
46 51
47 52
47 53
47 54
55 66
68 55
69 55
70 55
56 57
57 58
71 57
72 57
58 59
73 58
74 58
59 60
75 59
76 59
60 61
77 60
78 60
62 61
79 61
80 61
62 63
62 67
63 64
81 63
64 65
82 64
83 64
65 66
84 65
85 65
86 66
87 66
1 15
18 24
27 40
35 44
36 56
