1   F4
2   F4
3   F4
4   F4
5   F4
6   F4
7   F4
8   F4
9   F4
10  F4
11  F4
12  F4
13  F4
14  F36
15  F36
16  F36
17  F36
18  F36
19  F36
20  F36
21  F36
22  F36
23  F36
24  F36
25  F36
26  F36
27  F55
28  F55
29  F55
30  F55
31  F55
32  F55
33  F55
34  F55
35  F55
36  F55
37  F55
38  F55
39  F55
40  F55
41  F55
42  F55
43  F55
