1 2
2 3
5 4
6 4
4 10
7 5
5 11
8 6
9 7
9 8
10 12
12 11
6 13
7 14
8 15
17 16
16 21
17 18
17 19
19 20
19 22
19 23
20 24
20 25
27 26
28 26
29 27
30 28
31 29
31 30
28 32
29 33
30 34
35 46
48 35
49 35
50 35
36 37
37 38
51 37
52 37
38 39
53 38
54 38
39 40
55 39
56 39
40 41
57 40
58 40
42 41
59 41
60 41
42 43
42 47
43 44
61 43
44 45
62 44
63 44
45 46
64 45
65 45
66 46
67 46
68 79
81 68
82 68
83 68
69 70
70 71
84 70
85 70
71 72
86 71
87 71
72 73
88 72
89 72
73 74
90 73
91 73
75 74
92 74
93 74
75 76
75 80
76 77
94 76
77 78
95 77
96 77
78 79
97 78
98 78
99 79
100 79
2 9
12 16
20 31
26 36
27 69
