-11.2134 -3.9054 -3.5512
-10.4658 -3.2053 -2.3943
-10.6852 -1.6677 -2.3812
-8.5472 -1.0395 -1.323
-6.2864 -0.7018 -0.6766
-5.2694 -0.2172 0.171
-7.6611 -0.536 -0.4306
-8.0664 0.0645 0.5945
-9.969 -0.9485 -1.2106
-12.2889 -3.7374 -3.4673
-11.0256 -4.9802 -3.515
-10.8677 -3.5242 -4.5142
-9.399 -3.4229 -2.4915
-10.8139 -3.6294 -1.4486
-11.757 -1.4654 -2.2994
-10.3366 -1.2411 -3.3261
-8.1883 -1.4921 -2.103
-6.0236 -1.1969 -1.5309
-5.5666 0.3148 0.9949
-10.2959 -1.3839 -0.2622
-10.257 0.1063 -1.2208
-1.1671 -1.2591 -1.4908
-1.4408000000000003 -1.6036 -0.1702
-2.2025000000000006 -1.1545 -2.432
-2.7596 -1.8537 0.2475
-3.5271 -1.4039 -2.0202
-3.8368 -1.758 -0.6763
0.13619999999999965 -1.0563 -1.7161
-0.02300000000000013 -1.6749 0.8157
0.8834 -1.2327 -0.6117
-1.9990000000000006 -0.9013 -3.4015
-2.9267000000000003 -2.1045 1.2244
-4.2694 -1.3233 -2.7188
4.1146 -2.5141 -0.7382
4.0390999999999995 -2.9815 0.735
2.8631 -2.4707 1.4256
2.9218 -1.5278 2.4314
1.8834 -1.2281 3.0748
4.1395 -0.781 2.8637
5.0423 -2.8669 -1.1929
3.2759 -2.9129 -1.3116
4.0918 -1.4245 -0.792
4.9702 -2.6878 1.2157
4.0508 -4.0742 0.7577
4.8898 -1.5006 3.1989
3.9173999999999998 -0.1571 3.7356
9.1347 1.0354 -0.3588
8.7981 0.551 0.925
8.109200000000001 1.2778 -1.2995
7.4414 0.3151 1.2481
6.7645 1.0405 -0.9679
6.4103 0.5532 0.3099
9.8205 0.3316 1.8022
8.331700000000001 1.6292 -2.2325
7.2014000000000005 -0.0373 2.1765
6.0423 1.2292 -1.6678
11.463 0.3316 1.8022
11.4088 -0.1508 3.1489
12.4229 -0.2004 3.5454
10.8205 0.5259 3.7707
10.9708 -1.1498 3.1765
