1 2
2 3
2 4
3 10
4 5
4 11
4 12
5 6
5 13
5 14
6 7
6 15
6 16
7 8
7 17
7 18
8 9
8 19
8 20
9 21
9 22
24 23
25 23
23 29
26 24
24 30
27 25
28 26
28 27
29 31
31 30
25 32
26 33
27 34
36 35
35 40
36 37
36 38
38 39
38 41
38 42
39 43
39 44
46 45
47 45
48 46
49 47
50 48
50 49
47 51
48 52
49 53
54 65
67 54
68 54
69 54
55 56
56 57
70 56
71 56
57 58
72 57
73 57
58 59
74 58
75 58
59 60
76 59
77 59
61 60
78 60
79 60
61 62
61 66
62 63
80 62
63 64
81 63
82 63
64 65
83 64
84 64
85 65
86 65
87 88
88 89
88 91
88 92
89 90
89 93
89 94
90 95
90 96
90 97
3 28
31 35
39 50
45 55
46 87
